situation,relationship,personA,personB,adjective,logit_4,prob_4,logprob_4,logit_1,prob_1,logprob_1,logit_5,prob_5,logprob_5,logit_2,prob_2,logprob_2,logit_3,prob_3,logprob_3,pred_top1
Kuchen,enge Freundin,Anna,Luisa,großartig,-2.345920712116313,0.1189220238156862,-2.1292872618607857,-11.80399528181846,9.282665401619599e-06,-11.587351059693933,-0.3451997343331097,0.8793552724940226,-0.1285662848047501,-10.093007237079691,5.137423438888485e-05,-9.87637184116592,-6.616338879230571,0.0016620467905008,-6.399705369649155,5
Kuchen,enge Freundin,Miriam,Anna,gut,-1.3185848533145306,0.33672015164257324,-1.0885031038707988,-10.231514388226639,4.533493461729196e-05,-10.001430433277886,-4.265461379193436,0.01767896737187216,-4.035379624390248,-6.143131667279373,0.0027039275409872806,-5.9130498811493855,-0.6719230948916789,0.64285161850995,-0.4418413455893727,3
Kuchen,enge Freundin,Sophie,Miriam,okay,-5.47105894762716,0.00534330441173717,-5.231910994978984,-9.64466391283712,8.226901752761136e-05,-9.40551476338027,-9.191848856989951,0.00012938722274845408,-8.952700150183242,-3.088152987544152,0.05790190151309186,-2.8490050518839274,-0.3047076292677846,0.9365431378348948,-0.06555969522784381,3
Kuchen,enge Freundin,Katharina,Anna,schlecht,-6.621554690677495,0.0018854211138675373,-6.273604027412008,-0.5848286927526907,0.7890874857066195,-0.2368780823990227,-5.890609103519292,0.0039161020562901135,-5.542658467756757,-1.941830951053472,0.20313584413212407,-1.5938803403342512,-6.575063067752691,0.0019751469910987175,-6.22711240689661,1
Kuchen,enge Freundin,Sophie,Anna,schrecklich,-4.601779605211936,0.013761166351266013,-4.285904678902224,-0.6966797364375221,0.6833112470744275,-0.3808048172482893,-3.5354801667353737,0.03997083372559485,-3.219605245190663,-1.7183872712275612,0.24597820311853022,-1.4025123517781344,-4.391679431261741,0.016978549730181428,-4.075804506329069,1
Kuchen,entfernte Kollegin,Anna,Katharina,großartig,-2.2817172838268296,0.13053767538232183,-2.036093392871547,-11.196771605115892,1.7537875264583106e-05,-10.951142012997938,-0.3893070055065172,0.8661621781025475,-0.143683115201845,-9.688054068189622,7.928749151654371e-05,-9.442428916768208,-5.9891910387096425,0.0032033211483493964,-5.743567117302822,5
Kuchen,entfernte Kollegin,Katharina,Sophie,gut,-1.6457928968113507,0.2614374782893799,-1.3415601124404744,-10.570897038046702,3.47731766588066e-05,-10.266661378282633,-4.850197727743968,0.010609929789625237,-4.545964934330459,-6.817915852133616,0.0014830076340307222,-6.513683000714707,-0.6238393140476787,0.7264348111103052,-0.3196065299216444,3
Kuchen,entfernte Kollegin,Miriam,Sophie,okay,-5.117253101710242,0.00759912210883708,-4.8797225371975825,-9.480331219080847,9.680608851983048e-05,-9.242799634735258,-8.339478290919226,0.00030294849828278216,-8.101947409476926,-3.3538005718030144,0.04432218131093415,-3.1162700181935628,-0.2912700542248895,0.9476789419934263,-0.05373950276612361,3
Kuchen,entfernte Kollegin,Sophie,Katharina,schlecht,-7.894523980279186,0.0005174940106163543,-7.566512413340997,-0.45667588915369806,0.8792688971967112,-0.12866451534071072,-7.122180344720104,0.0011202885745428743,-6.794168881758137,-2.462293030877331,0.11832956104474487,-2.1342816563329774,-7.505269410271862,0.0007637591733844434,-7.17725790564129,1
Kuchen,entfernte Kollegin,Anna,Miriam,schrecklich,-8.478597880886753,0.0002787194688680444,-8.18530441112953,-0.3246881976592142,0.9690926218395188,-0.03139508658243037,-6.951229335354527,0.0012837930992156787,-6.6579361464867635,-3.8293268695342144,0.029128629449726395,-3.5360337551275713,-8.732432605313022,0.00021623614267103907,-8.439139031882155,1
