situation,relationship,personA,personB,adjective,logit_3,prob_3,logprob_3,logit_1,prob_1,logprob_1,logit_5,prob_5,logprob_5,logit_4,prob_4,logprob_4,logit_2,prob_2,logprob_2,pred_top1
Kuchen,enge Freundin,Sophie,Katharina,großartig,-6.473693611704023,0.020396044364056617,-3.892414295753527,-7.051376106821211,0.01144620785233765,-4.470096787037108,-2.7873437429296093,0.8137806411754265,-0.20606443175914127,-4.5308816457616405,0.14233066029681055,-1.9496023340114665,-7.000264885507734,0.012046446311368765,-4.4189855661589466,5
Kuchen,enge Freundin,Katharina,Anna,gut,-3.2904972174002225,0.9185941627427476,-0.08491086151652527,-6.76794663451448,0.02837178031369256,-3.562360275215016,-9.265507135613113,0.0023345858264703185,-6.059920737004129,-7.266535196526199,0.01723266030526872,-4.060948834948429,-6.602787409050613,0.03346681081182067,-3.3972010502877428,3
Kuchen,enge Freundin,Anna,Miriam,okay,-2.068307456027515,0.9897239177808936,-0.010329245572581455,-7.8513141241183355,0.003047798007788119,-5.793335880953867,-11.176866110812671,0.00010957646954216265,-9.118886987854502,-9.577535208713062,0.000542372784666565,-7.519556813984151,-7.082255896579273,0.006576334957109391,-5.024277671019339,3
Kuchen,enge Freundin,Katharina,Anna,schlecht,-8.20723929823096,0.00840130567949585,-4.779368135273977,-3.6641103309458045,0.7895917968654165,-0.2362391797650864,-11.175981668836428,0.00043155719033723854,-7.748110286063386,-10.572282938367678,0.0007892623465020867,-7.144411660613032,-5.033386377698735,0.20078607791824835,-1.6055152261466217,1
Kuchen,enge Freundin,Miriam,Katharina,schrecklich,-9.108065551061742,0.003256668157398608,-5.72705061314165,-3.430342620153539,0.9518691387459159,-0.04932771283461924,-11.625534003515355,0.0002626944216171861,-8.244518715631129,-11.343029921789281,0.0003484502771935935,-7.962014727590467,-6.498619979162328,0.04426304839787469,-3.1176050696892434,1
Kuchen,entfernte Kollegin,Miriam,Sophie,großartig,-4.96452108107564,0.07299956933181112,-2.6173017360455084,-5.954967171773882,0.02711284093411817,-3.6077478244253327,-3.262702614889117,0.40032311469176246,-0.9154832709790584,-3.095616967306109,0.47312406848619404,-0.7483976234344878,-5.980081231222124,0.026440406556114345,-3.632861883779774,4
Kuchen,entfernte Kollegin,Miriam,Luisa,gut,-3.0008867242853148,0.9493853672112097,-0.05194048554825106,-7.493755147747229,0.01062220232836421,-4.544808899701253,-9.533721730999183,0.0013812374311390494,-6.584775419968604,-7.081413076214026,0.0160432538669364,-4.132466831349144,-6.740171239666174,0.022567939162350868,-3.791224996603377,3
Kuchen,entfernte Kollegin,Katharina,Luisa,okay,-2.4531354730835555,0.9914602784380674,-0.008576393813627016,-8.63047884161383,0.0020582076197123863,-6.1859197138588,-11.61160562689215,0.00010442446741902486,-9.167045590093567,-9.734053594421447,0.0006826730463670772,-7.289494368769383,-7.6128282373657825,0.00569441642843393,-5.168269140635653,3
Kuchen,entfernte Kollegin,Sophie,Luisa,schlecht,-6.105459643263234,0.04522913756334847,-3.096013761264486,-3.4528545865005387,0.6418448271838169,-0.44340870655695347,-10.827606631178273,0.00040236104465170134,-7.818160502857514,-9.52803654756011,0.0014757474559141937,-6.5185906000100555,-4.17725415315093,0.3110479267522688,-1.1678082730416517,1
Kuchen,entfernte Kollegin,Sophie,Anna,schrecklich,-8.08898920713173,0.005538333616647514,-5.1960615966325845,-2.9367713421414954,0.9571034934998137,-0.043843749593840596,-10.900500246865615,0.00033293187968442634,-8.007572354060743,-10.485002467019426,0.0005044333314987855,-7.592074676334019,-6.202800700051652,0.03652080767235549,-3.3098731048703143,1
